,Subject,0,Item,0,Condition,0,Word,0,0,0,0,RT,0,0
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,159,0,Filler-C,52,12,percről,parskót,1,no,,Annak a valószínűsége%2C hogy az almatorta még a vendégek érkezése előtt elkészüljön%2C percről percre csökkent.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,159,0,Filler-C,52,13,percre,parmna,1,no,,Annak a valószínűsége%2C hogy az almatorta még a vendégek érkezése előtt elkészüljön%2C percről percre csökkent.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,159,0,Filler-C,52,14,csökkent.,csavvest.,1,no,,Annak a valószínűsége%2C hogy az almatorta még a vendégek érkezése előtt elkészüljön%2C percről percre csökkent.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,0,A,Ű,0,yes,541,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,541
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,1,tűzoltó%2C,moholto%2C,1,yes,1067,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,1067
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,2,aki,epi,1,yes,830,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,830
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,3,észrevette,jérunnette,1,yes,725,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,725
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,4,az,iz,1,yes,734,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,734
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,5,orvost,olvált,0,yes,817,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,817
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,6,az,at,0,yes,848,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,848
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,7,égő,ámő,0,yes,902,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,902
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,8,házban%2C,humból%2C,1,yes,829,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,829
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,9,megijesztette,feláhelytette,0,yes,841,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,841
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,10,a,i,1,yes,602,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,602
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,88,0,Expt-A,20,11,kutyát.,kebbák.,1,yes,742,A tűzoltó%2C aki észrevette az orvost az égő házban%2C megijesztette a kutyát.,742
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,0,Az%2C,Iz%2C,0,yes,652,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,652
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,1,hogy,muty,1,yes,591,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,591
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,2,a,u,1,yes,713,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,713
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,3,postás,padtor,0,yes,897,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,897
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,4,időben,ikíven,0,yes,672,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,672
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,5,átadta,onamta,0,yes,685,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,685
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,6,a,ú,0,yes,573,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,573
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,7,fontos,finted,0,yes,880,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,880
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,8,csomagot,csenazol,0,yes,609,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,609
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,9,a,ű,0,yes,594,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,594
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,10,nagykövetnek%2C,gillénketnek%2C,1,yes,1105,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,1105
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,11,megkönnyebbülés,megktrogeppőrás,1,yes,784,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,784
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,142,0,Filler-A,35,12,volt.,fürt.,1,yes,604,Az%2C hogy a postás időben átadta a fontos csomagot a nagykövetnek%2C megkönnyebbülés volt.,604
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,0,A,É,0,yes,1572,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,1572
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,1,szenátor%2C,szonákod%2C,1,yes,869,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,869
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,2,akit,etét,0,yes,682,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,682
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,3,az,am,0,yes,661,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,661
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,4,elnök,ernud,0,yes,486,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,486
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,5,háborgatott,pívormetett,0,yes,586,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,586
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,6,a,ü,1,yes,545,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,545
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,7,tárgyalást,mengyorást,1,yes,947,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,947
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,8,követően%2C,köcelöes%2C,1,yes,718,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,718
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,9,megírt,megúnk,1,yes,703,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,703
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,10,számos,szivis,0,yes,634,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,634
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,103,0,Expt-D,23,11,levelet.,laderel.,0,yes,690,A szenátor%2C akit az elnök háborgatott a tárgyalást követően%2C megírt számos levelet.,690
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,0,A,O,0,yes,677,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,677
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,1,festő,mamtő,1,yes,761,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,761
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,2,azt,ast,1,yes,789,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,789
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,3,mondta%2C,fondom%2C,1,yes,555,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,555
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,4,hogy,muty,1,yes,634,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,634
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,5,legszívesebben,pelszúreseljan,0,yes,912,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,912
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,6,leköpte,lisócte,0,yes,757,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,757
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,7,volna,rapna,0,yes,505,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,505
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,8,a,ú,0,yes,486,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,486
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,9,szobrászt,szénrtjat,1,yes,771,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,771
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,10,a,o,1,yes,702,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,702
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,11,legutóbbi,velutgéni,1,yes,788,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,788
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,12,közös,kösön,0,yes,742,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,742
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,169,0,Filler-D,62,13,kiállításukon.,ketüzulásőkon.,1,yes,660,A festő azt mondta%2C hogy legszívesebben leköpte volna a szobrászt a legutóbbi közös kiállításukon.,660
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,0,A,Ű,0,yes,1143,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,1143
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,1,riporter%2C,vájortez%2C,0,yes,624,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,624
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,2,aki,odé,1,yes,718,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,718
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,3,értesítette,ótokcutette,0,yes,774,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,774
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,4,a,u,1,yes,901,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,901
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,5,nyomozót,gyakodót,1,yes,981,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,981
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,6,a,é,1,yes,827,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,827
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,7,gyilkosság,nyejktopág,1,yes,610,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,610
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,8,után%2C,umák%2C,1,yes,635,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,635
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,9,leírta,loőlta,1,yes,623,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,623
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,10,a,ü,1,yes,542,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,542
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,104,0,Expt-A,24,11,bűncselekményt.,bőmcseteköknrk.,1,yes,818,A riporter%2C aki értesítette a nyomozót a gyilkosság után%2C leírta a bűncselekményt.,818
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,0,Az,Iz,0,yes,680,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,680
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,1,az,éz,1,yes,673,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,673
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,2,állítás%2C,zözútás%2C,0,yes,745,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,745
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,3,hogy,katy,0,yes,1330,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,1330
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,4,az,uz,0,yes,696,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,696
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,5,egyetemi,hadelegi,1,yes,810,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,810
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,6,felvételi,megsküeli,0,yes,862,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,862
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,7,egy,evv,1,yes,785,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,785
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,8,sikeres,híveles,1,yes,1213,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,1213
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,9,karrier,kercoeg,1,yes,790,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,790
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,10,első,eléc,1,yes,742,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,742
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,11,állomása%2C,gláomoka%2C,1,yes,555,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,555
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,12,a,ú,1,yes,615,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,615
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,13,miniszter,törisztás,0,yes,768,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,768
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,14,szájából,szúkámót,0,yes,666,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,666
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,15,hangzott,haityczn,0,yes,578,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,578
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,154,0,Filler-B,47,16,el.,am.,0,yes,655,Az az állítás%2C hogy az egyetemi felvételi egy sikeres karrier első állomása%2C a miniszter szájából hangzott el.,655
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,0,Kétséges,Kepvudes,0,yes,1030,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,1030
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,1,volt%2C,pelk%2C,1,yes,693,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,693
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,2,hogy,pőgy,0,yes,609,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,609
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,3,a,ű,1,yes,603,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,603
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,4,fodrász,fotrhoz,0,yes,678,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,678
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,5,megértette-e%2C,magárpakka-e%2C,1,yes,794,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,794
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,6,hogy,katy,0,yes,585,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,585
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,7,mi,ni,0,yes,848,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,848
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,8,volt,vilt,1,yes,834,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,834
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,9,a,ö,0,yes,498,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,498
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,10,frizurámmal,frizománnal,0,yes,1055,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,1055
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,11,a,o,1,yes,578,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,578
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,172,0,Filler-E,65,12,probléma.,psicutca.,0,yes,771,Kétséges volt%2C hogy a fodrász megértette-e%2C hogy mi volt a frizurámmal a probléma.,771
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,0,A,I,0,yes,575,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,575
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,1,nyomozó%2C,gyitodó%2C,0,yes,598,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,598
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,2,akit,etét,0,yes,521,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,521
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,3,észrevett,jetuzsett,1,yes,925,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,925
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,4,a,u,1,no,1250,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,5,gyanúsított,csatűkítokk,0,no,,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,6,az,at,0,no,,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,7,étterem,öggelem,1,no,,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,8,közelében%2C,kóbetéjes%2C,1,no,,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,9,felülbírálta,felítbohárba,1,no,,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,10,a,é,1,no,,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,34,0,Expt-C,6,11,vezetőséget.,hábelősével.,0,no,,A nyomozó%2C akit észrevett a gyanúsított az étterem közelében%2C felülbírálta a vezetőséget.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,0,Az,Öz,0,yes,558,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,558
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,1,az,éz,1,no,812,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,2,állítás%2C,jörütás%2C,0,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,3,hogy,katy,0,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,4,az,uz,0,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,5,iskolaigazgató,biélyaigázvégó,1,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,6,elütötte,elílcale,1,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,7,a,ú,1,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,8,portást%2C,peltrin%2C,0,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,9,nagy,fígy,0,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,10,vihart,vábalt,1,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,150,0,Filler-B,43,11,kavart.,kumalt.,0,no,,Az az állítás%2C hogy az iskolaigazgató elütötte a portást%2C nagy vihart kavart.,
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,23,0,Expt-D,3,0,A,U,0,yes,606,A motoros%2C akit a taxis ignorált a központi úton%2C befordult a kereszteződésénél.,606
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,23,0,Expt-D,3,1,motoros%2C,tilolos%2C,1,yes,1402,A motoros%2C akit a taxis ignorált a központi úton%2C befordult a kereszteződésénél.,1402
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,23,0,Expt-D,3,2,akit,ogét,1,yes,704,A motoros%2C akit a taxis ignorált a központi úton%2C befordult a kereszteződésénél.,704
1682367157,eb2364a04ae4b5095da57a88d8c7e2fe,Maze,23,0,Expt-D,3,3,a,é,0,yes,638,A motoros%2C akit a taxis ignorált a központi úton%2C befordult a kereszteződésénél.,638
